umls_cid	meddra_id	name
C0155653	10000926	Acute myocardial infarction, true posterior wall infarction, initial episode of care
C0155654	10000927	Acute myocardial infarction, true posterior wall infarction, subsequent episode of care
C0155655	10000920	Acute myocardial infarction, subendocardial infarction
C0155657	10000922	Acute myocardial infarction, subendocardial infarction, initial episode of care
C0155658	10000923	Acute myocardial infarction, subendocardial infarction, subsequent episode of care
C0155659	10000916	Acute myocardial infarction, of other specified sites
C0155660	10000917	Acute myocardial infarction, of other specified sites, episode of care unspecified
C0155661	10000918	Acute myocardial infarction, of other specified sites, initial episode of care
C0155662	10000919	Acute myocardial infarction, of other specified sites, subsequent episode of care
C0155664	10000930	Acute myocardial infarction, unspecified site, initial episode of care
C0155665	10000931	Acute myocardial infarction, unspecified site, subsequent episode of care
C0155667	10011104	Coronary occlusion without myocardial infarction
C0155668	10030272	Old myocardial infarction
C0155668	10028598	Myocardial infarction old
C0155668	10028599	Myocardial infarction old healed
C0155669	10032060	Other forms of chronic ischemic heart disease
C0155669	10032058	Other forms of chronic ischaemic heart disease
C0155669	10032059	Other forms of chronic ischaemic heart disease, other
C0155669	10032059	Other forms of chronic ischemic heart disease, other
C0155670	10032730	Other specified forms of chronic ischemic heart disease
C0155670	10032729	Other specified forms of chronic ischaemic heart disease
C0155671	10001026	Acute pulmonary heart disease
C0155672	10010969	Cor pulmonale acute
C0155672	10000697	Acute cor pulmonale
C0155673	10031746	Other chronic pulmonary heart diseases
C0155674	10031915	Other diseases of pulmonary circulation
C0155674	10013131	Diseases of pulmonary circulation, other
C0155675	10037332	Pulmonary arteriovenous fistula
C0155675	10003227	Arteriovenous fistula of pulmonary vessels
C0155675	10037308	Pulmonary A-V fistula
C0155676	10037336	Pulmonary artery aneurysm
C0155676	10002356	Aneurysm of pulmonary artery
C0155677	10032630	Other specified diseases of pulmonary circulation
C0155679	10000996	Acute pericarditis
C0155679	10000998	Acute pericarditis, unspecified
C0155680	10031517	Other and unspecified acute pericarditis
C0155681	10000809	Acute idiopathic pericarditis
C0155683	10000666	Acute and subacute endocarditis
C0155686	10000932	Acute myocarditis
C0155686	10000934	Acute myocarditis, unspecified
C0155687	10000933	Acute myocarditis in diseases classified elsewhere
C0155689	10021234	Idiopathic myocarditis
C0155690	10028615	Myocarditis septic
C0155690	10040068	Septic myocarditis
C0155691	10044235	Toxic myocarditis
C0155692	10031466	Other acute myocarditis
C0155692	10031516	Other and unspecified acute myocarditis
C0155694	10032629	Other specified diseases of pericardium
C0155695	10031904	Other diseases of endocardium
C0155699	10007639	Cardiomyopathy in other diseases classified elsewhere
C0155700	10027786	Mobitz (type) II atrioventricular block
C0155702	10024101	Left bundle branch hemiblock
C0155703	10032202	Other left bundle branch block
C0155704	10039149	Right bundle branch block and left posterior fascicular block
C0155705	10039148	Right bundle branch block and left anterior fascicular block
C0155706	10031693	Other bilateral bundle branch block
C0155707	10044644	Trifascicular block
C0155708	10032560	Other specified conduction disorders
C0155708	10032559	Other specified conduction disorder
C0155709	10003660	Atrial fibrillation and flutter
C0155709	10003663	Atrial flutter/ fibrillation
C0155709	10016828	Flutter/fib
C0155710	10047291	Ventricular fibrillation and flutter
C0155711	10021348	Ill-defined descriptions and complications of heart disease
C0155712	10008745	Chordae tendinae rupture
C0155712	10039303	Rupture of chordae tendinae
C0155712	10039304	Rupture of chordae tendineae
C0155713	10033698	Papillary muscle rupture
C0155713	10039309	Rupture of papillary muscle
C0155713	10039333	Ruptured papillary muscle
C0155715	10000533	Acquired cardiac septal defect
C0155715	10007606	Cardiac septal defect NOS acquired
C0155717	10032121	Other ill-defined heart diseases
C0155718	10031993	Other disorders of papillary muscle
C0155719	10031589	Other and unspecified intracranial hemorrhage
C0155719	10031586	Other and unspecified intracranial haemorrhage
C0155724	10029997	Occlusion and stenosis of vertebral artery
C0155725	10029993	Occlusion and stenosis of multiple and bilateral precerebral arteries
C0155726	10029994	Occlusion and stenosis of other specified precerebral artery
C0155727	10029996	Occlusion and stenosis of unspecified precerebral artery
C0155727	10029995	Occlusion and stenosis of precerebral arteries
C0155727	10029998	Occlusion and stenosis precerebral arteries
C0155727	10036512	Precerebral artery occlusion and stenosis
C0155728	10032904	Other specified transient cerebral ischemias
C0155729	10032117	Other ill-defined cerebrovascular disease
C0155729	10031494	Other and ill-defined cerebrovascular disease
C0155730	10002334	Aneurysm cerebral (unruptured)
C0155730	10008075	Cerebral aneurysm (unruptured)
C0155730	10008077	Cerebral aneurysm, nonruptured
C0155731	10057725	Non-pyogenic thrombosis of intracranial venous sinus
C0155731	10029661	Nonpyogenic thrombosis of intracranial venous sinus
C0155732	10023987	Late effects of cerebrovascular disease
C0155733	10003605	Atherosclerosis of aorta
C0155733	10002892	Aortic atherosclerosis
C0155734	10003616	Atherosclerosis of renal artery
C0155734	10038375	Renal artery atherosclerosis
C0155735	10003606	Atherosclerosis of arteries of the extremities
C0155740	10031651	Other aneurysm
C0155741	10002346	Aneurysm of artery of upper extremity
C0155742	10002357	Aneurysm of renal artery
C0155742	10038374	Renal artery aneurysm
C0155744	10002344	Aneurysm of artery of lower extremity
C0155745	10002345	Aneurysm of artery of neck
C0155746	10042331	Subclavian artery aneurysm
C0155746	10002359	Aneurysm of subclavian artery
C0155747	10041645	Splenic artery aneurysm
C0155747	10002358	Aneurysm of splenic artery
C0155748	10002355	Aneurysm of other visceral artery
C0155749	10003156	Arterial embolism and thrombosis
C0155750	10014509	Embolism and thrombosis of thoracic aorta
C0155754	10014506	Embolism and thrombosis of other specified artery
C0155755	10014504	Embolism and thrombosis of iliac artery
C0155757	10036025	Polyarteritis nodosa and allied conditions
C0155758	10032758	Other specified hypersensitivity angiitis
C0155759	10031940	Other disorders of arteries and arterioles
C0155760	10003173	Arterial rupture
C0155760	10003174	Arterial rupture NOS
C0155760	10039300	Rupture of artery
C0155760	10003237	Artery rupture
C0155761	10038377	Renal artery hyperplasia
C0155761	10020729	Hyperplasia of renal artery
C0155761	10049739	Renal artery fibromuscular dysplasia
C0155762	10028872	Necrosis of artery
C0155763	10032653	Other specified disorders of arteries and arterioles
C0155764	10045840	Unspecified disorders of arteries and arterioles
C0155765	10013109	Disease of capillaries
C0155765	10062198	Microangiopathy
C0155765	10050444	Microangiopathy NOS
C0155765	10007189	Capillary disorder
C0155765	10007190	Capillary disorder NOS
C0155770	10034890	Phlebitis and thrombophlebitis of other deep vessels of lower extremities
C0155772	10034886	Phlebitis and thrombophlebitis of iliac vein
C0155773	10036206	Portal vein thrombosis
C0155773	10043633	Thrombosis portal vein
C0155773	10037611	Pylethrombosis
C0155774	10033035	Other venous embolism & thrombosis
C0155774	10033036	Other venous embolism and thrombosis
C0155774	10047225	Venous embolism and thrombosis, other
C0155775	10014512	Embolism and thrombosis of vena cava
C0155775	10047196	Vena cava thrombosis and embolism
C0155776	10014508	Embolism and thrombosis of renal vein
C0155777	10014507	Embolism and thrombosis of other specified veins
C0155778	10047013	Varicose veins of lower extremities
C0155779	10047016	Varicose veins of lower extremities with ulcer and inflammation
C0155781	10043604	Thrombosed piles internal
C0155781	10022590	Internal thrombosed hemorrhoids
C0155781	10022589	Internal thrombosed haemorrhoids
C0155782	10022581	Internal hemorrhoids with other complication
C0155782	10022578	Internal haemorrhoids with other complication
C0155784	10015757	External thrombosed hemorrhoids
C0155784	10015756	External thrombosed haemorrhoids
C0155784	10043603	Thrombosed piles external
C0155785	10015747	External hemorrhoids with other complication
C0155785	10015744	External haemorrhoids with other complication
C0155787	10045908	Unspecified hemorrhoids with other complication
C0155787	10045898	Unspecified haemorrhoids with other complication
C0155788	10038627	Residual hemorrhoidal skin tags
C0155788	10038626	Residual haemorrhoidal skin tags
C0155789	10005112	Bleeding esophageal varices
C0155789	10015458	Esophageal varices with bleeding
C0155789	10030213	Oesophageal varices with bleeding
C0155789	10055968	Bleeding oesophageal varices
C0155789	10030210	Oesophageal varices haemorrhage
C0155789	10015453	Esophageal varices hemorrhage
C0155789	10058122	Oesophageal varices ruptured
C0155789	10058127	Esophageal varices ruptured
C0155791	10015455	Esophageal varices in diseases classified elsewhere
C0155792	10015456	Esophageal varices in diseases classified elsewhere, with bleeding
C0155792	10015454	Esophageal varices in diseases classifed elsewhere, with bleeding
C0155793	10015457	Esophageal varices in diseases classified elsewhere, without mention of bleeding
C0155794	10047027	Varicose veins sublingual
C0155794	10042401	Sublingual varices
C0155795	10047025	Varicose veins pelvic
C0155795	10034271	Pelvic varices
C0155796	10047028	Varicose veins vulval
C0155796	10047769	Vulval varices
C0155797	10046985	Varices of other sites
C0155797	10047018	Varicose veins of other sites
C0155799	10046049	Unspecified noninfective disorder of lymphatic channels
C0155799	10029639	Noninfective disorder of lymphatic channels, unspecified
C0155799	10029637	Noninfectious disorder of lymphatic channels
C0155799	10046048	Unspecified noninfectious disorder of lymphatic channels
C0155799	10029640	Noninfective disorders of lymphatic channels
C0155800	10008921	Chronic hypotension
C0155802	10010217	Compression of vein
C0155802	10047182	Vein compression
C0155803	10032659	Other specified disorders of circulatory system
C0155803	10032543	Other specified circulatory system disorders
C0155803	10032660	Other specified disorders of cirulatory system
C0155804	10000858	Acute maxillary sinusitis
C0155804	10001078	Acute sinusitis, maxillary
C0155805	10000750	Acute frontal sinusitis
C0155806	10000741	Acute ethmoidal sinusitis
C0155806	10001077	Acute sinusitis, ethmoidal
C0155807	10001083	Acute sphenoidal sinusitis
C0155807	10001080	Acute sinusitis, sphenoidal
C0155808	10031472	Other acute sinusitis
C0155808	10001079	Acute sinusitis, other
C0155810	10001096	Acute tracheitis with obstruction
C0155811	10000827	Acute laryngotracheitis
C0155811	10023894	Laryngotracheitis acute NOS
C0155811	10000825	Acute laryngitis and tracheitis
C0155811	10000824	Acute laryngitis & tracheitis
C0155811	10023883	Laryngo-tracheitis acute NOS
C0155813	10000828	Acute laryngotracheitis with obstruction
C0155814	10000732	Acute epiglottitis
C0155815	10000733	Acute epiglottitis with obstruction
C0155816	10001101	Acute upper respiratory infection of multiple or unspecified sites
C0155816	10001102	Acute upper respiratory infections of multiple or unspecified sites
C0155817	10000826	Acute laryngopharyngitis
C0155818	10001103	Acute upper respiratory infections of other multiple sites
C0155820	10000688	Acute bronchitis and bronchiolitis
C0155822	10040750	Sinus polyp degeneration
C0155822	10036134	Polypoid sinus degeneration
C0155823	10032391	Other polyp of sinus
C0155824	10009106	Chronic pharyngitis and nasopharyngitis
C0155825	10009105	Chronic pharyngitis
C0155825	10066666	Chronic sore throat
C0155826	10009021	Chronic nasopharyngitis
C0155828	10045660	Unspecified chronic disease of tonsils and adenoids
C0155828	10008857	Chronic disease of tonsils and adenoids
C0155829	10020894	Hypertrophy of tonsil with adenoids
C0155829	10020896	Hypertrophy of tonsils and adenoids
C0155831	10020895	Hypertrophy of tonsils alone
C0155833	10001228	Adenoid vegetations
C0155834	10031736	Other chronic disease of tonsils and adenoids
C0155835	10008941	Chronic laryngitis and laryngotracheitis
C0155836	10008940	Chronic laryngitis
C0155836	10023877	Laryngitis chronic
C0155836	10023878	Laryngitis chronic NOS
C0155837	10008942	Chronic laryngotracheitis
C0155837	10023895	Laryngotracheitis chronic NOS
C0155839	10031557	Other and unspecified diseases of upper respiratory tract
C0155839	10031921	Other diseases of upper respiratory tract
C0155840	10028779	Nasal turbinate hypertrophy
C0155840	10020890	Hypertrophy of nasal turbinates
C0155841	10007914	Cellulitis of pharynx or nasopharynx
C0155842	10033886	Parapharyngeal abscess
C0155842	10033887	Parapharyngeal abscess NOS
C0155843	10038984	Retropharyngeal abscess
C0155843	10038960	Retro-pharyngeal abscess NOS
C0155843	10038958	Retro-pharyngeal abscess
C0155844	10014243	Edema of pharynx or nasopharynx
C0155845	10011747	Cyst of pharynx or nasopharynx
C0155847	10045538	Unilateral partial paralysis of vocal cords
C0155848	10045529	Unilateral complete paralysis of vocal cords
C0155849	10004577	Bilateral partial paralysis of vocal cords
C0155850	10004559	Bilateral complete paralysis of vocal cords
C0155851	10036131	Polyp of vocal cord or larynx
C0155852	10031922	Other diseases of vocal cords
C0155853	10007901	Cellulitis and perichondritis of larynx
C0155858	10031679	Other bacterial pneumonia
C0155860	10035691	Pneumonia due to Pseudomonas
C0155860	10035731	Pneumonia pseudomonal
C0155860	10057772	Pneumonitis pseudomonas
C0155862	10035735	Pneumonia streptococcal
C0155862	10035647	Pneumococcal pneumonia
C0155862	10035728	Pneumonia pneumococcal
C0155862	10035694	Pneumonia due to Streptococcus
C0155862	10035697	Pneumonia due to unspecified Streptococcus
C0155862	10035648	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
C0155862	10042195	Streptococcus pneumoniae pneumonia
C0155863	10035707	Pneumonia in infectious diseases classified elsewhere
C0155865	10035713	Pneumonia in whooping cough
C0155866	10037321	Pulmonary anthrax
C0155866	10035667	Pneumonia anthrax
C0155866	10035704	Pneumonia in anthrax
C0155867	10035705	Pneumonia in aspergillosis
C0155867	10048385	Pneumonia aspergillus
C0155867	10035668	Pneumonia aspergilla
C0155868	10035711	Pneumonia in other systemic mycoses
C0155869	10035710	Pneumonia in other infectious diseases classified elsewhere
C0155870	10035714	Pneumonia influenzal
C0155870	10022008	Influenza with pneumonia
C0155871	10022006	Influenza with other manifestations
C0155872	10040683	Simple chronic bronchitis
C0155873	10028097	Mucopurulent chronic bronchitis
C0155874	10029977	Obstructive chronic bronchitis
C0155874	10008842	Chronic bronchitis & emphysema
C0155875	10029979	Obstructive chronic bronchitis, without mention of acute exacerbation
C0155876	10029978	Obstructive chronic bronchitis with acute exacerbation
C0155877	10001705	Allergic asthma
C0155877	10015888	Extrinsic asthma
C0155877	10003558	Asthma extrinsic
C0155877	10003638	Atopic asthma
C0155878	10015890	Extrinsic asthma without mention of status asthmaticus
C0155879	10015889	Extrinsic asthma with status asthmaticus
C0155880	10022847	Intrinsic asthma
C0155881	10022849	Intrinsic asthma without mention of status asthmaticus
C0155882	10022848	Intrinsic asthma with status asthmaticus
C0155883	10009028	Chronic obstructive asthma (with obstructive pulmonary disease)
C0155885	10009031	Chronic obstructive asthma (with obstructive pulmonary disease), with status asthmaticus
C0155886	10003563	Asthma, unspecified type, without mention of status asthmaticus
C0155888	10026725	Malt workers' lung
C0155888	10026724	Malt worker's lung
C0155889	10028397	Mushroom workers' lung
C0155889	10028398	Mushroom-workers' lung
C0155890	10026816	Maple bark-strippers' lung
C0155890	10026819	Maple-bark-strippers' lung
C0155891	10020463	Humidifier lung
C0155891	10047263	Ventilation pneumonitis
C0155891	10000001	Ventilation pneumonitis
C0155892	10032500	Other specified allergic alveolitis and pneumonitis
C0155893	10038672	Respiratory conditions due to chemical fumes and vapors
C0155893	10038673	Respiratory conditions due to chemical fumes and vapours
C0155894	10006455	Bronchitis and pneumonitis due to fumes and vapors
C0155894	10006456	Bronchitis and pneumonitis due to fumes and vapours
C0155895	10001025	Acute pulmonary edema due to fumes and vapors
C0155895	10001030	Acute pulmonary oedema due to fumes and vapours
C0155896	10046301	Upper respiratory inflammation due to fumes and vapors
C0155896	10046302	Upper respiratory inflammation due to fumes and vapours
C0155897	10031463	Other acute and subacute respiratory conditions due to fumes and vapors
C0155897	10031464	Other acute and subacute respiratory conditions due to fumes and vapours
C0155898	10009123	Chronic respiratory conditions due to fumes and vapors
C0155898	10009124	Chronic respiratory conditions due to fumes and vapours
C0155899	10035751	Pneumonitis due to solids and liquids
C0155900	10035750	Pneumonitis due to other solids and liquids
C0155900	10032390	Other pneumonitis due to solids and liquids
C0155901	10038674	Respiratory conditions due to other and unspecified external agents
C0155902	10001028	Acute pulmonary manifestations due to radiation
C0155903	10008832	Chronic and other pulmonary manifestations due to radiation
C0155904	10038675	Respiratory conditions due to other specified external agents
C0155905	10038676	Respiratory conditions due to unspecified external agent
C0155906	10035621	Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis
C0155907	10041732	Spontaneous tension pneumothorax
C0155907	10035764	Pneumothorax spontaneous tension
C0155908	10000302	Abscess of lung and mediastinum
C0155909	10027070	Mediastinal abscess
C0155909	10000303	Abscess of mediastinum
C0155910	10037369	Pulmonary congestion and hypostasis
C0155912	10037315	Pulmonary alveolar microlithiasis
C0155913	10032501	Other specified alveolar and parietoalveolar pneumonopathies
C0155913	10032502	Other specified alveolar and parietoalveolar pneumopathies
C0155914	10045624	Unspecified alveolar and parietoalveolar pneumonopathy
C0155914	10045625	Unspecified alveolar and parietoalveolar pneumopathy
C0155915	10025107	Lung involvement in conditions classified elsewhere
C0155917	10025108	Lung involvement in other diseases classified elsewhere
C0155918	10010124	Compensatory emphysema
C0155919	10001029	Acute pulmonary oedema
C0155919	10001024	Acute pulmonary edema
C0155919	10000728	Acute edema of lung, unspecified
C0155919	10000948	Acute oedema of lung, unspecified
C0155921	10044321	Tracheostomy complication
C0155922	10045833	Unspecified disorder of tooth development and eruption
C0155922	10013371	Disorders of tooth development and eruption
C0155924	10032697	Other specified disorders of tooth development and eruption
C0155926	10045748	Unspecified disease of hard tissues of teeth
C0155926	10013123	Diseases of hard tissues of teeth
C0155927	10015596	Excessive dental attrition
C0155930	10044019	Tooth ankylosis
C0155930	10002574	Ankylosis of teeth
C0155933	10013132	Diseases of pulp and periapical tissues
C0155934	10000676	Acute apical periodontitis of pulpal origin
C0155934	10072423	Acute apical periodontitis
C0155935	10031555	Other and unspecified diseases of pulp and periapical tissues
C0155936	10045893	Unspecified gingival and periodontal disease
C0155936	10018274	Gingival and periodontal diseases
C0155937	10000787	Acute gingivitis
C0155938	10012330	Dentofacial anomalies, including malocclusion
C0155939	10002591	Anomalies of dental arch relationship
C0155940	10002609	Anomalies of tooth position
C0155942	10001278	Adhesions and ankylosis (bony or fibrous)
C0155943	10003243	Arthralgia of temporomandibular joint
C0155943	10043215	Temporomandibular joint arthralgia
C0155945	10032901	Other specified temporomandibular joint disorders
C0155946	10032610	Other specified dentofacial anomalies
C0155947	10012331	Dentofacial anomaly
C0155947	10012332	Dentofacial anomaly NOS
C0155947	10045734	Unspecified dentofacial anomalies
C0155948	10031899	Other diseases and conditions of the teeth and supporting structures
C0155949	10015662	Exfoliation of teeth due to systemic causes
C0155951	10003706	Atrophy of edentulous alveolar ridge
C0155952	10038753	Retained dental root
C0155954	10021981	Inflammatory conditions of jaw
C0155955	10015690	Exostosis of jaw
C0155956	10039390	Salivary gland atrophy
C0155956	10003710	Atrophy of salivary gland
C0155957	10000305	Abscess of salivary gland
C0155957	10039389	Salivary gland abscess NOS
C0155958	10013135	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue
C0155959	10011821	Cysts of oral soft tissues
C0155961	10032017	Other disturbances of oral epithelium, including tongue
C0155962	10013116	Diseases and other conditions of the tongue
C0155963	10027069	Median rhomboid glossitis
C0155964	10069085	Atrophic glossitis
C0155964	10003712	Atrophy of tongue papillae
C0155964	10043970	Tongue papillary atrophy NOS
C0155965	10032557	Other specified conditions of the tongue
C0155966	10013566	Diverticulum of esophagus, acquired
C0155966	10013567	Diverticulum of oesophagus, acquired
C0155967	10000756	Acute gastric ulcer with hemorrhage
C0155967	10055253	Gastric ulcer, acute with hemorrhage
C0155967	10000754	Acute gastric ulcer with haemorrhage
C0155967	10017838	Gastric ulcer, acute with haemorrhage
C0155968	10060458	Acute gastric ulcer with haemorrhage, without mention of obstruction
C0155968	10000761	Acute gastric ulcer with hemorrhage, without mention of obstruction
C0155969	10000760	Acute gastric ulcer with hemorrhage, with obstruction
C0155969	10060457	Acute gastric ulcer with haemorrhage, with obstruction
C0155970	10000762	Acute gastric ulcer with perforation
C0155970	10017823	Gastric ulcer acute, with perforation
C0155971	10000764	Acute gastric ulcer with perforation, without mention of obstruction
C0155972	10000763	Acute gastric ulcer with perforation, with obstruction
C0155973	10000757	Acute gastric ulcer with hemorrhage and perforation
C0155973	10017839	Gastric ulcer, acute with hemorrhage and perforation
C0155973	10000755	Acute gastric ulcer with haemorrhage and perforation
C0155973	10017839	Gastric ulcer, acute with haemorrhage and perforation
C0155975	10000758	Acute gastric ulcer with hemorrhage and perforation,with obstruction
C0155978	10000767	Acute gastric ulcer without mention of hemorrhage or perforation, with obstruction
C0155979	10055250	Gastric ulcer chronic or unspecified with hemorrhage
C0155979	10009049	Chronic or unspecified gastric ulcer with hemorrhage
C0155979	10009047	Chronic or unspecified gastric ulcer with haemorrhage
C0155979	10017824	Gastric ulcer chronic or unspecified with haemorrhage
C0155980	10009054	Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction
C0155980	10055771	Chronic or unspecified gastric ulcer with haemorrhage, without mention of obstruction
C0155981	10009053	Chronic or unspecified gastric ulcer with hemorrhage,with obstruction
C0155982	10009055	Chronic or unspecified gastric ulcer with perforation
C0155983	10009057	Chronic or unspecified gastric ulcer with perforation,without mention of obstruction
C0155984	10009056	Chronic or unspecified gastric ulcer with perforation, with obstruction
C0155986	10009052	Chronic or unspecified gastric ulcer with hemorrhage and perforation,without mention of obstruction
C0155987	10009051	Chronic or unspecified gastric ulcer with hemorrhage and perforation,with obstruction
C0155989	10008881	Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction
C0155989	10055769	Chronic gastric ulcer without mention of haemorrhage or perforation, without mention of obstruction
C0155991	10017841	Gastric ulcer, unspec as acute or chronic, w/o ment of hemorrhage or perforation, or obstruction
C0155991	10056223	Gastric ulcer, unspec as acute or chronic, w/o ment of haemorrhage, perforation, or obstruction
C0155991	10017842	Gastric ulcer, unspec as acute or chronic, w/o ment of hemorrhage or perforation, with obstruction
C0155991	10017843	Gastric ulcer, unspec as acute or chronic, w/o ment of hemorrhage, perforation, or obstruction
C0155991	10055794	Gastric ulcer, unspec as acute or chronic, w/o ment of haemorrhage or perforation, with obstruction
C0155992	10000714	Acute duodenal ulcer with hemorrhage
C0155992	10055243	Duodenal ulcer, acute with hemorrhage
C0155992	10000712	Acute duodenal ulcer with haemorrhage
C0155992	10013854	Duodenal ulcer, acute with haemorrhage
C0155993	10060456	Acute duodenal ulcer with haemorrhage, without mention of obstruction
C0155993	10000719	Acute duodenal ulcer with hemorrhage, without mention of obstruction
C0155994	10000718	Acute duodenal ulcer with hemorrhage, with obstruction
C0155995	10000720	Acute duodenal ulcer with perforation
C0155997	10000721	Acute duodenal ulcer with perforation, with obstruction
C0155998	10000715	Acute duodenal ulcer with hemorrhage and perforation
C0155998	10013837	Duodenal ulcer acute with hemorrhage and perforation
C0155998	10000713	Acute duodenal ulcer with haemorrhage and perforation
C0155998	10013837	Duodenal ulcer acute with haemorrhage and perforation
C0155999	10000717	Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction
C0156000	10000716	Acute duodenal ulcer with hemorrhage and perforation, with obstruction
C0156001	10000723	Acute duodenal ulcer without mention of haemorrhage or perforation
C0156001	10000724	Acute duodenal ulcer without mention of hemorrhage or perforation
C0156002	10000726	Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction
C0156003	10000725	Acute duodenal ulcer without mention of hemorrhage or perforation, with obstruction
C0156004	10009038	Chronic or unspecified duodenal ulcer with hemorrhage
C0156004	10009036	Chronic or unspecified duodenal ulcer with haemorrhage
C0156005	10009043	Chronic or unspecified duodenal ulcer with hemorrhage,without mention of obstruction
C0156006	10009042	Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction
C0156008	10009046	Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction
C0156009	10009045	Chronic or unspecified duodenal ulcer with perforation, with obstruction
C0156012	10009041	Chronic or unspecified duodenal ulcer with hemorrhage and perforation, with obstruction
C0156014	10008863	Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction
C0156014	10055767	Chronic duodenal ulcer without mention of haemorrhage or perforation, without mention of obstruction
C0156015	10008862	Chronic duodenal ulcer without mention of hemorrhage or perforation, with obstruction
C0156015	10055766	Chronic duodenal ulcer without mention of haemorrhage or perforation, with obstruction
C0156019	10000987	Acute peptic ulcer of unspecified site with hemorrhage, with obstruction
C0156022	10000990	Acute peptic ulcer of unspecified site with perforation, with obstruction
C0156025	10000985	Acute peptic ulcer of unspecified site with hemorrhage and perforation, with obstruction
C0156030	10009076	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, with obstruction
C0156033	10009079	Chronic or unspecified peptic ulcer of unspecified site with perforation, with obstruction
C0156042	10000775	Acute gastrojejunal ulcer with hemorrhage
C0156042	10055259	Gastrojejunal ulcer, acute with hemorrhage
C0156042	10000773	Acute gastrojejunal ulcer with haemorrhage
C0156042	10018036	Gastrojejunal ulcer, acute with haemorrhage
C0156043	10060461	Acute gastrojejunal ulcer with haemorrhage, without mention of obstruction
C0156043	10000779	Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction
C0156044	10000786	Acute gastrojejunal ulcer, with hemorrhage, with obstruction
C0156044	10060462	Acute gastrojejunal ulcer, with haemorrhage, with obstruction
C0156045	10000780	Acute gastrojejunal ulcer with perforation
C0156045	10018038	Gastrojejunal ulcer, acute with perforation
C0156046	10000782	Acute gastrojejunal ulcer with perforation, without mention of obstruction
C0156047	10000781	Acute gastrojejunal ulcer with perforation, with obstruction
C0156048	10000776	Acute gastrojejunal ulcer with hemorrhage and perforation
C0156048	10018037	Gastrojejunal ulcer, acute with hemorrhage and perforation
C0156048	10000774	Acute gastrojejunal ulcer with haemorrhage and perforation
C0156048	10018037	Gastrojejunal ulcer, acute with haemorrhage and perforation
C0156049	10000778	Acute gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction
C0156050	10000777	Acute gastrojejunal ulcer with hemorrhage and perforation, with obstruction
C0156053	10000785	Acute gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction
C0156054	10009058	Chronic or unspecified gastrojejunal ulcer with haemorrhage
C0156054	10009060	Chronic or unspecified gastrojejunal ulcer with hemorrhage
C0156055	10009063	Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction
C0156056	10009067	Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction
C0156057	10009064	Chronic or unspecified gastrojejunal ulcer with perforation
C0156058	10009066	Chronic or unspecified gastrojejunal ulcer with perforation, without mention of obstruction
C0156059	10009065	Chronic or unspecified gastrojejunal ulcer with perforation, with obstruction
C0156062	10009062	Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, with obstruction
C0156065	10008886	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction
C0156065	10055770	Chronic gastrojejunal ulcer without mention of haemorrhage or perforation, with obstruction
C0156067	10018039	Gastrojejunal ulcer, unspec as acute or chronic, w/o ment of hem or perf, w/o ment of obstruction
C0156070	10060460	Acute gastritis, without mention of haemorrhage
C0156070	10000771	Acute gastritis, without mention of hemorrhage
C0156072	10055764	Atrophic gastritis, without mention of haemorrhage
C0156072	10003687	Atrophic gastritis, without mention of hemorrhage
C0156073	10055763	Atrophic gastritis, with haemorrhage
C0156073	10003686	Atrophic gastritis, with hemorrhage
C0156073	10055255	Gastritis atrophic hemorrhagic
C0156073	10017861	Gastritis atrophic haemorrhagic
C0156074	10055793	Gastric mucosal hypertrophy, without mention of haemorrhage
C0156074	10017810	Gastric mucosal hypertrophy, without mention of hemorrhage
C0156075	10055792	Gastric mucosal hypertrophy, with haemorrhage
C0156075	10017809	Gastric mucosal hypertrophy, with hemorrhage
C0156075	10055248	Gastric mucosal hypertrophy, hemorrhagic
C0156075	10017808	Gastric mucosal hypertrophy, haemorrhagic
C0156076	10017856	Gastritis alcoholic
C0156076	10001620	Alcoholic gastritis
C0156077	10055756	Alcoholic gastritis, without mention of haemorrhage
C0156077	10001622	Alcoholic gastritis, without mention of hemorrhage
C0156078	10017857	Gastritis alcoholic haemorrhagic
C0156078	10055254	Gastritis alcoholic hemorrhagic
C0156078	10060463	Alcoholic gastritis, with haemorrhage
C0156078	10001621	Alcoholic gastritis, with hemorrhage
