diseaseNID	diseaseClassNID	diseaseClassNID	vocabulary	diseaseClass	diseaseClassName	diseaseNID	diseaseId	diseaseName	type
1542	33	33	MSH	C10	   Nervous System Diseases	1542	C0020796	Profound Mental Retardation	disease
9925	33	33	MSH	C10	   Nervous System Diseases	9925	C0457133	Muscle eye brain disease	disease
6666	33	33	MSH	C10	   Nervous System Diseases	6666	C0270712	Late cortical cerebellar atrophy	disease
11760	33	33	MSH	C10	   Nervous System Diseases	11760	C0751500	Petrous Sinus Thrombophlebitis	disease
1016	33	33	MSH	C10	   Nervous System Diseases	1016	C0014877	Esotropia	disease
15834	33	33	MSH	C10	   Nervous System Diseases	15834	C1833797	Optic Nerve Hypoplasia, Bilateral	disease
5143	33	33	MSH	C10	   Nervous System Diseases	5143	C0235843	Tremor, Neonatal	phenotype
20506	33	33	MSH	C10	   Nervous System Diseases	20506	C2677109	Leukodystrophy, Hypomyelinating, 4	disease
5978	33	33	MSH	C10	   Nervous System Diseases	5978	C0265339	Borjeson-Forssman-Lehmann syndrome	disease
17425	33	33	MSH	C10	   Nervous System Diseases	17425	C1850055	PEHO syndrome	disease
9927	33	33	MSH	C10	   Nervous System Diseases	9927	C0457190	Xanthomatous Meningioma	disease
23388	33	33	MSH	C10	   Nervous System Diseases	23388	C3711374	Nonsyndromic Deafness	disease
15040	33	33	MSH	C10	   Nervous System Diseases	15040	C1527340	Voice Disturbance	phenotype
16235	33	33	MSH	C10	   Nervous System Diseases	16235	C1837418	MOYAMOYA DISEASE 3	disease
22651	33	33	MSH	C10	   Nervous System Diseases	22651	C3463992	EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 1	disease
8973	33	33	MSH	C10	   Nervous System Diseases	8973	C0393560	Vascular Dementia, Acute Onset	disease
7553	33	33	MSH	C10	   Nervous System Diseases	7553	C0311337	Morton Neuroma	disease
7981	33	33	MSH	C10	   Nervous System Diseases	7981	C0339495	Cilioretinal artery occlusion	disease
20417	33	33	MSH	C10	   Nervous System Diseases	20417	C2675857	Holoprosencephaly 10	phenotype
6671	33	33	MSH	C10	   Nervous System Diseases	6671	C0270724	Infantile Neuroaxonal Dystrophy	disease
3184	33	33	MSH	C10	   Nervous System Diseases	3184	C0042928	Vocal Cord Paralysis	disease
11766	33	33	MSH	C10	   Nervous System Diseases	11766	C0751508	Long Sleeper Syndrome	phenotype
4559	33	33	MSH	C10	   Nervous System Diseases	4559	C0206729	Neurofibrosarcoma	disease
255	33	33	MSH	C10	   Nervous System Diseases	255	C0003910	Articulation Disorders	disease
6769	33	33	MSH	C10	   Nervous System Diseases	6769	C0271215	Blindness, Legal	disease
5428	33	33	MSH	C10	   Nervous System Diseases	5428	C0240327	Taste, Metallic	phenotype
21245	33	33	MSH	C10	   Nervous System Diseases	21245	C2930824	Autoimmune limbic encephalitis	disease
9051	33	33	MSH	C10	   Nervous System Diseases	9051	C0393929	Familial infantile myasthenia	disease
17189	33	33	MSH	C10	   Nervous System Diseases	17189	C1848204	DEAFNESS, X-LINKED 4 (disorder)	disease
18878	33	33	MSH	C10	   Nervous System Diseases	18878	C1863051	ALZHEIMER DISEASE 2	disease
19731	33	33	MSH	C10	   Nervous System Diseases	19731	C1969807	Dystonia, Focal, Task-Specific	disease
12849	33	33	MSH	C10	   Nervous System Diseases	12849	C0917801	Sleeplessness	phenotype
16430	33	33	MSH	C10	   Nervous System Diseases	16430	C1839264	SPASTIC PARAPLEGIA 2, X-LINKED (disorder)	disease
15842	33	33	MSH	C10	   Nervous System Diseases	15842	C1834014	Oculopharyngodistal Myopathy	disease
11561	33	33	MSH	C10	   Nervous System Diseases	11561	C0751022	Brain Stem Ischemia, Transient	disease
21283	33	33	MSH	C10	   Nervous System Diseases	21283	C2930990	Maple syrup urine disease, type 1B	disease
22858	33	33	MSH	C10	   Nervous System Diseases	22858	C3536738	Lumbar meningomyelocele	disease
19188	33	33	MSH	C10	   Nervous System Diseases	19188	C1866095	Deafness, Autosomal Dominant 13	disease
10273	33	33	MSH	C10	   Nervous System Diseases	10273	C0521761	Non-Fatigable Positional Nystagmus	disease
10274	33	33	MSH	C10	   Nervous System Diseases	10274	C0521770	Asteroid hyalosis	disease
20518	33	33	MSH	C10	   Nervous System Diseases	20518	C2677326	Epileptic Encephalopathy, Early Infantile, 4	disease
2650	33	33	MSH	C10	   Nervous System Diseases	2650	C0035258	Restless Legs Syndrome	disease
15281	33	33	MSH	C10	   Nervous System Diseases	15281	C1655035	congenital muscle disorder	disease
9375	33	33	MSH	C10	   Nervous System Diseases	9375	C0410192	Muscular Dystrophy, Scapulohumeral	disease
9647	33	33	MSH	C10	   Nervous System Diseases	9647	C0431121	Clear Cell Meningioma	disease
26644	33	33	MSH	C10	   Nervous System Diseases	26644	C4025264	Recurrent cerebral hemorrhage	disease
4949	33	33	MSH	C10	   Nervous System Diseases	4949	C0233771	Macropsia	phenotype
2130	33	33	MSH	C10	   Nervous System Diseases	2130	C0027743	Nerve compression syndrome	disease
11868	33	33	MSH	C10	   Nervous System Diseases	11868	C0751732	Intracranial Hypotension, Secondary	disease
12851	33	33	MSH	C10	   Nervous System Diseases	12851	C0917805	Transient Cerebral Ischemia	disease
7921	33	33	MSH	C10	   Nervous System Diseases	7921	C0338562	Sciatic nerve compression	disease
4950	33	33	MSH	C10	   Nervous System Diseases	4950	C0233773	Hallucinations, Hypnagogic	phenotype
16251	33	33	MSH	C10	   Nervous System Diseases	16251	C1837501	Microcephaly, Primary Autosomal Recessive, 5	disease
19001	33	33	MSH	C10	   Nervous System Diseases	19001	C1864663	HYPOMYELINATION AND CONGENITAL CATARACT	disease
16951	33	33	MSH	C10	   Nervous System Diseases	16951	C1845359	Spinal Muscular Atrophy, Distal, X-Linked 3	disease
29282	33	33	MSH	C10	   Nervous System Diseases	29282	C4551857	Juvenile Myoclonic Epilepsy of Janz	disease
9377	33	33	MSH	C10	   Nervous System Diseases	9377	C0410203	X-linked centronuclear myopathy	disease
2133	33	33	MSH	C10	   Nervous System Diseases	2133	C0027766	Nervous System Neoplasms	group
20852	33	33	MSH	C10	   Nervous System Diseases	20852	C2749240	Vater Association With Macrocephaly And Ventriculomegaly	disease
4952	33	33	MSH	C10	   Nervous System Diseases	4952	C0233775	Hallucinations, Mood Congruent	phenotype
23841	33	33	MSH	C10	   Nervous System Diseases	23841	C3810365	Central visual impairment	disease
10782	33	33	MSH	C10	   Nervous System Diseases	10782	C0586392	Parkinsonian tremor	phenotype
7925	33	33	MSH	C10	   Nervous System Diseases	7925	C0338585	Dissection of carotid artery	disease
19637	33	33	MSH	C10	   Nervous System Diseases	19637	C1968845	Primary Lateral Sclerosis, Adult, 1	disease
11877	33	33	MSH	C10	   Nervous System Diseases	11877	C0751753	Carbamoyl-Phosphate Synthase I Deficiency Disease	disease
9955	33	33	MSH	C10	   Nervous System Diseases	9955	C0472387	Vasogenic Cerebral Edema	phenotype
8987	33	33	MSH	C10	   Nervous System Diseases	8987	C0393598	Idiopathic familial dystonia	disease
5443	33	33	MSH	C10	   Nervous System Diseases	5443	C0240595	Rotary Nystagmus	disease
11674	33	33	MSH	C10	   Nervous System Diseases	11674	C0751337	X-Linked Emery-Dreifuss Muscular Dystrophy	disease
11673	33	33	MSH	C10	   Nervous System Diseases	11673	C0751336	Distal Muscular Dystrophies	group
12741	33	33	MSH	C10	   Nervous System Diseases	12741	C0872084	Sarcopenia	phenotype
11571	33	33	MSH	C10	   Nervous System Diseases	11571	C0751056	Non-epileptic convulsion	phenotype
29750	33	33	MSH	C10	   Nervous System Diseases	29750	C4708498	PURA syndrome	disease
17041	33	33	MSH	C10	   Nervous System Diseases	17041	C1846386	Focal Cortical Dysplasia of Taylor, Type IIa	disease
9656	33	33	MSH	C10	   Nervous System Diseases	9656	C0431349	Aprosencephaly	disease
21551	33	33	MSH	C10	   Nervous System Diseases	21551	C2936793	Spinocerebellar ataxia 30	disease
11573	33	33	MSH	C10	   Nervous System Diseases	11573	C0751059	Cranial Neuropathies, Multiple	disease
7059	33	33	MSH	C10	   Nervous System Diseases	7059	C0276430	Enterovirus meningitis	disease
10755	33	33	MSH	C10	   Nervous System Diseases	10755	C0585052	Chronic sciatica	disease
23408	33	33	MSH	C10	   Nervous System Diseases	23408	C3711749	Nonsyndromic Holoprosencephaly	disease
4392	33	33	MSH	C10	   Nervous System Diseases	4392	C0205713	Roussy-Levy Syndrome (disorder)	disease
12149	33	33	MSH	C10	   Nervous System Diseases	12149	C0796159	Mental retardation Smith Fineman Myers type	disease
5559	33	33	MSH	C10	   Nervous System Diseases	5559	C0242343	Panhypopituitarism	disease
18134	33	33	MSH	C10	   Nervous System Diseases	18134	C1856694	Areflexia of lower limbs	phenotype
2398	33	33	MSH	C10	   Nervous System Diseases	2398	C0031117	Peripheral Neuropathy	group
20532	33	33	MSH	C10	   Nervous System Diseases	20532	C2677535	Alopecia, Neurologic Defects, and Endocrinopathy Syndrome	disease
18335	33	33	MSH	C10	   Nervous System Diseases	18335	C1858043	Hydronephrosis, Congenital, with Cleft Palate, Characteristic Facies, Hypotonia, and Mental Retardation	disease
6692	33	33	MSH	C10	   Nervous System Diseases	6692	C0270807	Monoplegic Cerebral Palsy	disease
3829	33	33	MSH	C10	   Nervous System Diseases	3829	C0153066	Murray valley encephalitis	disease
11062	33	33	MSH	C10	   Nervous System Diseases	11062	C0699743	Congenital muscular dystrophy (disorder)	disease
11787	33	33	MSH	C10	   Nervous System Diseases	11787	C0751556	Tinnitus, Spontaneous Oto-Acoustic Emission	phenotype
12092	33	33	MSH	C10	   Nervous System Diseases	12092	C0795910	COWCHOCK SYNDROME	disease
11679	33	33	MSH	C10	   Nervous System Diseases	11679	C0751348	Myoclonus Simplex	phenotype
9661	33	33	MSH	C10	   Nervous System Diseases	9661	C0431363	Alobar Holoprosencephaly	disease
3688	33	33	MSH	C10	   Nervous System Diseases	3688	C0151860	Acquired porencephaly	disease
1887	33	33	MSH	C10	   Nervous System Diseases	1887	C0024776	Maple Syrup Urine Disease	disease
18337	33	33	MSH	C10	   Nervous System Diseases	18337	C1858054	BARDET-BIEDL SYNDROME 6	disease
4964	33	33	MSH	C10	   Nervous System Diseases	4964	C0234132	Pyramidal sign	phenotype
18929	33	33	MSH	C10	   Nervous System Diseases	18929	C1863659	DEAFNESS, AUTOSOMAL DOMINANT 17	disease
7903	33	33	MSH	C10	   Nervous System Diseases	7903	C0338468	Tic Disorders, Vocal	disease
6785	33	33	MSH	C10	   Nervous System Diseases	6785	C0271364	Manifest vertical squint	disease
23859	33	33	MSH	C10	   Nervous System Diseases	23859	C3810474	Occasional neurofibromas	disease
16159	33	33	MSH	C10	   Nervous System Diseases	16159	C1836876	Pierson syndrome	disease
16162	33	33	MSH	C10	   Nervous System Diseases	16162	C1836899	SPASTIC PARAPLEGIA 27, AUTOSOMAL RECESSIVE (disorder)	disease
277	33	33	MSH	C10	   Nervous System Diseases	277	C0004158	Athetosis	phenotype
9007	33	33	MSH	C10	   Nervous System Diseases	9007	C0393688	Epilepsy, Opercular	disease
10295	33	33	MSH	C10	   Nervous System Diseases	10295	C0522214	Abnormal visual evoked potential	phenotype
16065	33	33	MSH	C10	   Nervous System Diseases	16065	C1836296	Muscle Weakness Lower Limb	phenotype
27928	33	33	MSH	C10	   Nervous System Diseases	27928	C4302197	Macroprolactinemia	disease
3204	33	33	MSH	C10	   Nervous System Diseases	3204	C0043124	West Nile Fever	disease
28079	33	33	MSH	C10	   Nervous System Diseases	28079	C4310660	MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21	disease
2147	33	33	MSH	C10	   Nervous System Diseases	2147	C0027831	Neurofibromatosis 1	disease
16876	33	33	MSH	C10	   Nervous System Diseases	16876	C1844836	Ayazi syndrome	phenotype
27104	33	33	MSH	C10	   Nervous System Diseases	27104	C4054534	Meningioangiomatosis	disease
27247	33	33	MSH	C10	   Nervous System Diseases	27247	C4082305	Deaf Mutism	disease
2850	33	33	MSH	C10	   Nervous System Diseases	2850	C0037917	Spina Bifida Cystica	disease
4184	33	33	MSH	C10	   Nervous System Diseases	4184	C0159020	Convulsions in the newborn	disease
17150	33	33	MSH	C10	   Nervous System Diseases	17150	C1847725	SPINOCEREBELLAR ATAXIA 15	disease
17749	33	33	MSH	C10	   Nervous System Diseases	17749	C1853564	Developmental Delay, Epilepsy, and Neonatal Diabetes	disease
6789	33	33	MSH	C10	   Nervous System Diseases	6789	C0271383	Symptomatic Nystagmus	disease
2148	33	33	MSH	C10	   Nervous System Diseases	2148	C0027832	Neurofibromatosis 2	disease
12098	33	33	MSH	C10	   Nervous System Diseases	12098	C0795939	AMINOPTERIN SYNDROME SINE AMINOPTERIN	disease
18343	33	33	MSH	C10	   Nervous System Diseases	18343	C1858106	SPASTIC PARAPLEGIA 12, AUTOSOMAL DOMINANT (disorder)	disease
9010	33	33	MSH	C10	   Nervous System Diseases	9010	C0393695	Early Childhood Epilepsy, Myoclonic	disease
15690	33	33	MSH	C10	   Nervous System Diseases	15690	C1832425	Deafness, Autosomal Dominant 9	disease
28636	33	33	MSH	C10	   Nervous System Diseases	28636	C4505072	Epileptic Syndromes	disease
4974	33	33	MSH	C10	   Nervous System Diseases	4974	C0234221	Acroparesthesia	disease
16663	33	33	MSH	C10	   Nervous System Diseases	16663	C1842687	PONTOCEREBELLAR HYPOPLASIA TYPE 3 (disorder)	disease
23308	33	33	MSH	C10	   Nervous System Diseases	23308	C3668822	Hypermetria (finding)	phenotype
6710	33	33	MSH	C10	   Nervous System Diseases	6710	C0270862	Hemiplegic migraine	disease
10434	33	33	MSH	C10	   Nervous System Diseases	10434	C0544645	Focal Sensory Seizure	disease
17467	33	33	MSH	C10	   Nervous System Diseases	17467	C1850386	GIANT AXONAL NEUROPATHY 1	disease
6794	33	33	MSH	C10	   Nervous System Diseases	6794	C0271388	Pendular Nystagmus	disease
19755	33	33	MSH	C10	   Nervous System Diseases	19755	C1970160	Epilepsy, Childhood Absence, Susceptibility To, 4	phenotype
869	33	33	MSH	C10	   Nervous System Diseases	869	C0013384	Dyskinetic syndrome	disease
13181	33	33	MSH	C10	   Nervous System Diseases	13181	C1135746	Meningitis, Meningococcal, Serogroup B	disease
16974	33	33	MSH	C10	   Nervous System Diseases	16974	C1845810	MENTAL RETARDATION, X-LINKED 42	disease
19658	33	33	MSH	C10	   Nervous System Diseases	19658	C1969053	JOUBERT SYNDROME 7	disease
18348	33	33	MSH	C10	   Nervous System Diseases	18348	C1858127	Limb-girdle muscle weakness	phenotype
15593	33	33	MSH	C10	   Nervous System Diseases	15593	C1762616	Meningioma, benign, no ICD-O subtype	disease
17847	33	33	MSH	C10	   Nervous System Diseases	17847	C1854520	SEBASTIAN SYNDROME	disease
21307	33	33	MSH	C10	   Nervous System Diseases	21307	C2931042	Hawkinsinuria	disease
17666	33	33	MSH	C10	   Nervous System Diseases	17666	C1852581	EPILEPSY, BENIGN NEONATAL, 2	disease
7918	33	33	MSH	C10	   Nervous System Diseases	7918	C0338507	Non-arteritic ischemic optic neuropathy	disease
16277	33	33	MSH	C10	   Nervous System Diseases	16277	C1837713	JOUBERT SYNDROME 3	disease
18051	33	33	MSH	C10	   Nervous System Diseases	18051	C1856016	HYDROLETHALUS SYNDROME 1	disease
19758	33	33	MSH	C10	   Nervous System Diseases	19758	C1970173	Acyl-CoA Dehydrogenase Family, Member 9, Deficiency of	disease
8495	33	33	MSH	C10	   Nervous System Diseases	8495	C0344482	Hypoplasia of corpus callosum	disease
28470	33	33	MSH	C10	   Nervous System Diseases	28470	C4476759	Stooped posture	phenotype
29413	33	33	MSH	C10	   Nervous System Diseases	29413	C4552768	Myoclonic Epilepsy, Adolescent	disease
5092	33	33	MSH	C10	   Nervous System Diseases	5092	C0235229	Ciliary Body Spasm	phenotype
25313	33	33	MSH	C10	   Nervous System Diseases	25313	C4021538	Mild neurosensory hearing impairment	disease
27773	33	33	MSH	C10	   Nervous System Diseases	27773	C4280804	Percussion-induced rapid rolling muscle contractions	phenotype
12004	33	33	MSH	C10	   Nervous System Diseases	12004	C0752202	Childhood Onset Dystonias	disease
1325	33	33	MSH	C10	   Nervous System Diseases	1325	C0018984	Hemicrania migraine	disease
21568	33	33	MSH	C10	   Nervous System Diseases	21568	C2936880	SPASTIC PARAPLEGIA 37, AUTOSOMAL DOMINANT (disorder)	disease
11901	33	33	MSH	C10	   Nervous System Diseases	11901	C0751823	Septic Phlebitis, Sagittal Sinus	disease
21065	33	33	MSH	C10	   Nervous System Diseases	21065	C2751842	PARKINSON DISEASE 14, AUTOSOMAL RECESSIVE	disease
6407	33	33	MSH	C10	   Nervous System Diseases	6407	C0268251	Gaucher Disease, Type 3 (disorder)	disease
11703	33	33	MSH	C10	   Nervous System Diseases	11703	C0751383	Juvenile Neuronal Ceroid Lipofuscinosis	disease
10447	33	33	MSH	C10	   Nervous System Diseases	10447	C0544862	Neurocutaneous melanosis	phenotype
13821	33	33	MSH	C10	   Nervous System Diseases	13821	C1298680	Occlusive stroke	disease
18651	33	33	MSH	C10	   Nervous System Diseases	18651	C1860707	TUBEROUS SCLEROSIS 2 (disorder)	disease
20887	33	33	MSH	C10	   Nervous System Diseases	20887	C2750061	Hypokalemic Periodic Paralysis, Type 2	disease
29426	33	33	MSH	C10	   Nervous System Diseases	29426	C4553088	Neurolymphomatosis	disease
11804	33	33	MSH	C10	   Nervous System Diseases	11804	C0751587	CADASIL Syndrome	disease
17474	33	33	MSH	C10	   Nervous System Diseases	17474	C1850442	CEROID LIPOFUSCINOSIS, NEURONAL, 5	disease
880	33	33	MSH	C10	   Nervous System Diseases	880	C0013421	Dystonia	phenotype
15598	33	33	MSH	C10	   Nervous System Diseases	15598	C1802398	Chromosome 5, trisomy 5q	disease
15884	33	33	MSH	C10	   Nervous System Diseases	15884	C1834559	Continuous Muscle Fiber Activity, Hereditary	disease
12908	33	33	MSH	C10	   Nervous System Diseases	12908	C0920289	Sluggishness	phenotype
17761	33	33	MSH	C10	   Nervous System Diseases	17761	C1853723	MYOPATHY, DISTAL 2	disease
11806	33	33	MSH	C10	   Nervous System Diseases	11806	C0751589	Cancer, Supratentorial	disease
9910	33	33	MSH	C10	   Nervous System Diseases	9910	C0456144	Cerebral dysgenesis	disease
12145	33	33	MSH	C10	   Nervous System Diseases	12145	C0796137	3C syndrome	disease
3707	33	33	MSH	C10	   Nervous System Diseases	3707	C0151945	Thrombosis of cerebral veins	disease
5683	33	33	MSH	C10	   Nervous System Diseases	5683	C0262918	Extraocular Muscle Paresis	disease
1418	33	33	MSH	C10	   Nervous System Diseases	1418	C0019880	Homocystinuria	disease
28667	33	33	MSH	C10	   Nervous System Diseases	28667	C4510005	Length-dependent peripheral neuropathy	disease
15989	33	33	MSH	C10	   Nervous System Diseases	15989	C1835820	HOLOPROSENCEPHALY 7	disease
15702	33	33	MSH	C10	   Nervous System Diseases	15702	C1832525	Limb-girdle muscular dystrophy type 2F	disease
18358	33	33	MSH	C10	   Nervous System Diseases	18358	C1858279	Charcot-Marie-Tooth disease, Type 4B2, with early-onset glaucoma	disease
9419	33	33	MSH	C10	   Nervous System Diseases	9419	C0422837	Neurological observations	group
5284	33	33	MSH	C10	   Nervous System Diseases	5284	C0238286	Mucolipidosis Type IV	disease
6723	33	33	MSH	C10	   Nervous System Diseases	6723	C0270948	Neurogenic Muscular Atrophy	phenotype
11608	33	33	MSH	C10	   Nervous System Diseases	11608	C0751172	Adult Glycogen Storage Disease Type II	disease
11505	33	33	MSH	C10	   Nervous System Diseases	11505	C0750908	Pre-Ictal Amnesia	phenotype
7927	33	33	MSH	C10	   Nervous System Diseases	7927	C0338591	Amnesia, Transient Global	disease
7000	33	33	MSH	C10	   Nervous System Diseases	7000	C0274861	Arsenic Poisoning, Inorganic	disease
11506	33	33	MSH	C10	   Nervous System Diseases	11506	C0750909	Retrograde Memory Loss	phenotype
27647	33	33	MSH	C10	   Nervous System Diseases	27647	C4255079	Familial Hyperekplexia	disease
17080	33	33	MSH	C10	   Nervous System Diseases	17080	C1846647	DEAFNESS, AUTOSOMAL RECESSIVE (disorder)	disease
29947	33	33	MSH	C10	   Nervous System Diseases	29947	C4732764	Tachylalia	phenotype
15339	33	33	MSH	C10	   Nervous System Diseases	15339	C1704275	Pyomyositis	disease
388	33	33	MSH	C10	   Nervous System Diseases	388	C0006091	Brachial plexus lesion	disease
3482	33	33	MSH	C10	   Nervous System Diseases	3482	C0086626	Minamata Disease	disease
9770	33	33	MSH	C10	   Nervous System Diseases	9770	C0432269	Lenz Majewski hyperostotic dwarfism	disease
12177	33	33	MSH	C10	   Nervous System Diseases	12177	C0796249	Mental Retardation, X-Linked 47	disease
4131	33	33	MSH	C10	   Nervous System Diseases	4131	C0158242	Cervical spondylosis with myelopathy	disease
21577	33	33	MSH	C10	   Nervous System Diseases	21577	C2937228	Tunnel visual field constriction	phenotype
22807	33	33	MSH	C10	   Nervous System Diseases	22807	C3501891	Mitochondrial DNA Depletion Syndrome, Myopathic Form	disease
23932	33	33	MSH	C10	   Nervous System Diseases	23932	C3826394	Epilepsy in children	disease
28672	33	33	MSH	C10	   Nervous System Diseases	28672	C4510408	McLeod neuroacanthocytosis syndrome	disease
19554	33	33	MSH	C10	   Nervous System Diseases	19554	C1960870	Transformed migraine	disease
20271	33	33	MSH	C10	   Nervous System Diseases	20271	C2673697	Dystonia with Cerebellar Atrophy	phenotype
19555	33	33	MSH	C10	   Nervous System Diseases	19555	C1960883	Spina bifida aperta of cervical spine	disease
11813	33	33	MSH	C10	   Nervous System Diseases	11813	C0751603	Autosomal Recessive Hereditary Spastic Paraplegia	disease
21580	33	33	MSH	C10	   Nervous System Diseases	21580	C2937358	Cerebral Hemorrhage	phenotype
12179	33	33	MSH	C10	   Nervous System Diseases	12179	C0796254	DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES	disease
11083	33	33	MSH	C10	   Nervous System Diseases	11083	C0700201	Dyssomnias	disease
20897	33	33	MSH	C10	   Nervous System Diseases	20897	C2750076	Miyoshi Muscular Dystrophy 3	disease
3421	33	33	MSH	C10	   Nervous System Diseases	3421	C0085684	Foot Drop	disease
3003	33	33	MSH	C10	   Nervous System Diseases	3003	C0040188	Tic disorder	disease
15655	33	33	MSH	C10	   Nervous System Diseases	15655	C1832216	Bosley-Salih-Alorainy Syndrome	disease
1949	33	33	MSH	C10	   Nervous System Diseases	1949	C0025299	Meningocele	disease
11653	33	33	MSH	C10	   Nervous System Diseases	11653	C0751280	Cystic Periventricular Leukomalacia	disease
17271	33	33	MSH	C10	   Nervous System Diseases	17271	C1848913	Tay-Sachs Disease, Juvenile	disease
12116	33	33	MSH	C10	   Nervous System Diseases	12116	C0796022	Lujan Fryns syndrome	disease
25904	33	33	MSH	C10	   Nervous System Diseases	25904	C4023104	Intermittent painful muscle spasms	phenotype
6553	33	33	MSH	C10	   Nervous System Diseases	6553	C0268600	3-methylcrotonyl CoA carboxylase 1 deficiency	disease
29167	33	33	MSH	C10	   Nervous System Diseases	29167	C4551506	Paroxysmal Nonkinesigenic Dyskinesia 1	disease
11086	33	33	MSH	C10	   Nervous System Diseases	11086	C0700251	Brachial Plexus Neuropathies	group
11515	33	33	MSH	C10	   Nervous System Diseases	11515	C0750929	Arnold-Chiari Malformation, Type I	disease
11514	33	33	MSH	C10	   Nervous System Diseases	11514	C0750928	Apraxia, Facial-Oral	phenotype
5385	33	33	MSH	C10	   Nervous System Diseases	5385	C0239777	Color Blindness, Green	phenotype
12926	33	33	MSH	C10	   Nervous System Diseases	12926	C0936247	Brain Embolism and Thrombosis	disease
1761	33	33	MSH	C10	   Nervous System Diseases	1761	C0023520	Leukodystrophy	disease
9579	33	33	MSH	C10	   Nervous System Diseases	9579	C0426970	Spastic Quadriplegia	disease
219	33	33	MSH	C10	   Nervous System Diseases	219	C0003537	Aphasia	disease
11626	33	33	MSH	C10	   Nervous System Diseases	11626	C0751211	Hyperalgesia, Primary	phenotype
12032	33	33	MSH	C10	   Nervous System Diseases	12032	C0752307	Anoxia-Ischemia, Cerebral	disease
25770	33	33	MSH	C10	   Nervous System Diseases	25770	C4022810	Abnormality of nervous system morphology	disease
29473	33	33	MSH	C10	   Nervous System Diseases	29473	C4684865	Cerebral Adrenoleukodystrophy	disease
9582	33	33	MSH	C10	   Nervous System Diseases	9582	C0427055	Facial Paresis	phenotype
6817	33	33	MSH	C10	   Nervous System Diseases	6817	C0271577	Isolated gonadotropin deficiency	disease
5296	33	33	MSH	C10	   Nervous System Diseases	5296	C0238357	Hyperkalemic periodic paralysis	disease
3149	33	33	MSH	C10	   Nervous System Diseases	3149	C0042420	Vasovagal syncope	disease
16005	33	33	MSH	C10	   Nervous System Diseases	16005	C1835896	SPASTIC PARAPLEGIA 30, AUTOSOMAL RECESSIVE (disorder)	disease
8331	33	33	MSH	C10	   Nervous System Diseases	8331	C0342751	Generalized glycogen storage disease of infants	disease
26720	33	33	MSH	C10	   Nervous System Diseases	26720	C4025568	Type 1 and type 2 muscle fiber minicore regions	phenotype
646	33	33	MSH	C10	   Nervous System Diseases	646	C0009451	Communicating Hydrocephalus	disease
12932	33	33	MSH	C10	   Nervous System Diseases	12932	C0936263	Cerebral Thrombus	disease
22818	33	33	MSH	C10	   Nervous System Diseases	22818	C3502110	Homocystinuria, Pyridoxine-Responsive	disease
11732	33	33	MSH	C10	   Nervous System Diseases	11732	C0751460	Flaccid Quadriplegia	phenotype
129	33	33	MSH	C10	   Nervous System Diseases	129	C0002624	Retrograde amnesia	disease
1436	33	33	MSH	C10	   Nervous System Diseases	1436	C0020255	Hydrocephalus	disease
5213	33	33	MSH	C10	   Nervous System Diseases	5213	C0236960	Dementia due to Parkinson's disease	disease
12038	33	33	MSH	C10	   Nervous System Diseases	12038	C0752335	Neuropsychiatric Systemic Lupus Erythematosus	disease
11831	33	33	MSH	C10	   Nervous System Diseases	11831	C0751645	Human Transmissible Spongiform Encephalopathies, Inherited	disease
1264	33	33	MSH	C10	   Nervous System Diseases	1264	C0018524	Hallucinations	disease
17787	33	33	MSH	C10	   Nervous System Diseases	17787	C1853995	SEIZURES, BENIGN FAMILIAL INFANTILE, 2	disease
1692	33	33	MSH	C10	   Nervous System Diseases	1692	C0023138	Laurence-Moon Syndrome	disease
16917	33	33	MSH	C10	   Nervous System Diseases	16917	C1845144	Mental Retardation, X-Linked 92	disease
11934	33	33	MSH	C10	   Nervous System Diseases	11934	C0751884	Congenital Myasthenic Syndromes, Presynaptic	disease
28525	33	33	MSH	C10	   Nervous System Diseases	28525	C4476998	Frog-leg posture	phenotype
2435	33	33	MSH	C10	   Nervous System Diseases	2435	C0032001	Pituitary Apoplexy	disease
20573	33	33	MSH	C10	   Nervous System Diseases	20573	C2678194	Mental Retardation, X-Linked, Syndromic, Christianson Type	disease
19365	33	33	MSH	C10	   Nervous System Diseases	19365	C1868512	Leukodystrophy, Demyelinating, Adult-Onset, Autosomal Dominant	disease
486	33	33	MSH	C10	   Nervous System Diseases	486	C0007370	Catalepsy	disease
29686	33	33	MSH	C10	   Nervous System Diseases	29686	C4706412	Autosomal recessive cerebellar ataxia with late-onset spasticity	disease
22017	33	33	MSH	C10	   Nervous System Diseases	22017	C3151519	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3	disease
2436	33	33	MSH	C10	   Nervous System Diseases	2436	C0032002	Pituitary Diseases	group
5026	33	33	MSH	C10	   Nervous System Diseases	5026	C0234472	Aphasia, Functional	phenotype
21508	33	33	MSH	C10	   Nervous System Diseases	21508	C2932714	Pontocerebellar Hypoplasia Type 2	disease
